Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
good_004.JPG,good,329.19754697286015,692.5666735275956,437.1464201877934,728.2572260284041,0.9949374473753135,0.9893493883442378,0.9932773595148434,0.988800522467499,1.2909707724425887,2.715947739323904,1.7142996870109546,2.8559106903074674,0.08742201550300177,0.10496203099345436,0.09312668211969877,0.10642432150701975,0.971835199654575,0.9662990989168707,0.9702065731398621,0.9657622177365166,0.9858170213861064,0.9830051367703379,0.9849906462194766,0.9827320172542038,0.7811019439856367,0.5401927290494966,0.7091720335799776,0.5164971396262804
good_005.JPG,good,487.4329658141963,880.7918492163839,441.8104460093897,908.4095386515335,0.992504029683293,0.9864547742561994,0.9932056339616554,0.9860300566134848,1.9115018267223385,3.454085683201505,1.7325899843505477,3.5623903476530723,0.0744318976650418,0.08770024363912576,0.07239765960768016,0.08827071325621302,0.9775261005876104,0.9715806920670675,0.9782254718271762,0.9711676544299587,0.9886991962106626,0.9856879283358743,0.9890528154892317,0.985478388616391,0.5013913101114416,0.10041065296792431,0.5478257733869535,0.07220355815022779
good_006.JPG,good,509.91681889352816,896.937575347702,412.13028169014086,891.8389249904436,0.9921582625581533,0.9862064777881508,0.993662069300124,0.9862848871991136,1.9996737995824634,3.5174022562654983,1.6161971830985915,3.497407548982132,0.08397919851959604,0.09846421071767514,0.07937345831253156,0.09831256271576255,0.9740616172711953,0.9682103602310486,0.9755535075557725,0.968286613845636,0.9869455999553346,0.9839768087872034,0.9877011225850523,0.9840155556929149,0.5681325230228442,0.24152625794466617,0.6507710793556074,0.24583780929694662
good_007.JPG,good,493.37209681628394,819.6080449292834,382.02611502347423,841.702196477403,0.9924126949709918,0.9873956871877513,0.9941250251434276,0.9870559130735798,1.9347925365344467,3.2141491958011112,1.4981416275430361,3.3007929273623646,0.08712786340275763,0.1003793116528957,0.08166383084684416,0.10113516385198425,0.972827440928271,0.9678812293181199,0.9745268888351118,0.9675501309305513,0.9863201513343783,0.9838095493123249,0.9871812846864105,0.9836412612993374,0.613728292569354,0.3593036914630635,0.700748934280227,0.3420324586772052
good_010.JPG,good,982.9261808455116,1354.1165573818696,737.7640845070423,1431.0212002705166,0.9848841051141773,0.9791757672718319,0.9886543215866417,0.9779930919898115,3.8546124739039667,5.310261009340665,2.893192488262911,5.611847844198104,0.1494272698285868,0.1631438675591475,0.13884165649595204,0.16563105320881583,0.948598109163787,0.9430387903029775,0.9522873014200225,0.9419067537224387,0.973960014150369,0.9711018434247654,0.9758520899296279,0.970518806475402,0.5860212689477088,0.43056134856614064,0.6891170179802726,0.39822109255436516
good_011.JPG,good,675.7882633089771,975.5417683554352,509.6508215962441,1025.678496868476,0.9896074145217455,0.9849976660358097,0.9921623531880134,0.9842266401613435,2.6501500521920667,3.8256539935507266,1.9986306729264476,4.0222686151704945,0.10532704689834782,0.11675991445830558,0.0978098365371615,0.11840047622358568,0.9661352061828394,0.961605999437171,0.968655757612679,0.960858691291399,0.9829217701235635,0.980615112792563,0.9842031079064315,0.9802339982327684,0.5592570023180072,0.3647425939184205,0.6674389542834137,0.33209434743861804
good_012.JPG,good,871.7795863778706,1235.5729365756124,641.0915492957747,1276.787026963451,0.9865933690158111,0.9809987860767138,0.9901409966890817,0.9803649766714322,3.4187434759916493,4.845384065002402,2.5140845070422535,5.007007948876278,0.14253541489262317,0.15666952348991875,0.13207103765019468,0.15808889140986607,0.9512516177863739,0.9457836994976467,0.9547349481380595,0.9451743691089485,0.9753212895176512,0.9725141127498597,0.9771053925437416,0.972200786416545,0.622568949805188,0.46588752531905536,0.7223015746187366,0.44807153149372814
good_087.JPG,good,480.64538752609604,750.7762651062953,364.6420187793427,742.2785145108649,0.992608412211637,0.9884542142357473,0.9943923658416735,0.9885848965873517,1.884883872651357,2.9442206474756683,1.4299687010954616,2.9108961353367246,0.07215173368961661,0.08194955859312852,0.06684834348815705,0.08170137284851034,0.9783295278958903,0.9742316704120246,0.9800977408986027,0.9743593540980704,0.9891054179893518,0.9870317474185035,0.9899988590390408,0.9870964259372386,0.48430258062556375,0.19572135101519308,0.608563019907382,0.20482467471620952
good_161.JPG,good,1596.3535686325679,2081.5240083507306,1043.0457746478874,2166.501514305037,0.9754505341150838,0.9679893579744913,0.9839595581052518,0.9666825344584469,6.260210073068894,8.162839248434238,4.09037558685446,8.496084369823674,0.23062317822745215,0.24752570039409022,0.20780175426551561,0.2501764637166441,0.9131909715445298,0.9060566314988442,0.9213864265908779,0.9048351628186301,0.955610261322329,0.9518700707023223,0.9598887574041473,0.9512282390775781,0.6094637404290189,0.49153928395376273,0.7446977487585609,0.4707815490672048
good_162.JPG,good,1653.6237604384135,2138.034049810344,1113.430164319249,2287.169572760152,0.9745698065321808,0.9671203203363217,0.9828771543025983,0.9648268450656637,6.484799060542798,8.384447254158212,4.366392801251957,8.969292442196673,0.24391029847890078,0.26103275503701506,0.22160717133853822,0.2657365961067648,0.906881374208981,0.8997631585539543,0.9148696743161835,0.897625730306451,0.952303194475888,0.9485584634348873,0.9564881987333579,0.9474311216687211,0.6278528513462858,0.5195607804400988,0.7492971544572053,0.4860484262935317
